index,expected_intent,text,conversation_id,guest_id,ok,actual_lex_intent,resolved_intent,resolution_source,search_status,current_product_name,current_order_code,duration_ms,message_preview,error
127,WarrantyPolicyIntent,bảo hành mấy tháng,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyPolicyIntent,warranty_policy,local_nlu,warranty_policy,,,1310.48,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
128,WarrantyPolicyIntent,chính sách bảo hành sao,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyPolicyIntent,warranty_policy,local_nlu,warranty_policy,,,248.73,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
129,WarrantyPolicyIntent,lỗi phần cứng xử lý thế nào,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyPolicyIntent,warranty_policy,local_nlu,warranty_policy,,,723.29,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
130,WarrantyPolicyIntent,bảo hành ở đâu,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyPolicyIntent,warranty_policy,local_nlu,warranty_policy,,,248.57,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
131,WarrantyPolicyIntent,được bảo hành chính hãng không,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyPolicyIntent,warranty_policy,local_nlu,warranty_policy,,,269.78,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
132,WarrantyClaimIntent,gửi bảo hành giúp mình,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyClaimIntent,warranty_claim,local_nlu,aftercare_handoff,,,257.07,Mình sẽ chuyển nhân viên để tiếp nhận yêu cầu bảo hành. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
133,WarrantyClaimIntent,máy bị lỗi rồi,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyClaimIntent,warranty_claim,local_nlu,aftercare_handoff,,,1261.24,Mình sẽ chuyển nhân viên để tiếp nhận yêu cầu bảo hành. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
134,WarrantyClaimIntent,cần mang đi bảo hành,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyClaimIntent,warranty_claim,local_nlu,aftercare_handoff,,,307.42,Mình sẽ chuyển nhân viên để tiếp nhận yêu cầu bảo hành. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
135,WarrantyClaimIntent,tạo yêu cầu bảo hành,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyClaimIntent,warranty_claim,local_nlu,aftercare_handoff,,,257.55,Mình sẽ chuyển nhân viên để tiếp nhận yêu cầu bảo hành. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
136,WarrantyClaimIntent,bảo hành sản phẩm này,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,WarrantyClaimIntent,warranty_claim,local_nlu,aftercare_handoff,,,271.28,Mình sẽ chuyển nhân viên để tiếp nhận yêu cầu bảo hành. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
137,ComplaintIntent,mình muốn phản ánh,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,ComplaintIntent,complaint,local_nlu,aftercare_handoff,,,660.82,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
138,ComplaintIntent,dịch vụ chán quá,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,ComplaintIntent,complaint,local_nlu,aftercare_handoff,,,283.73,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
139,ComplaintIntent,giao hàng lâu vậy,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,ComplaintIntent,complaint,local_nlu,aftercare_handoff,,,1082.83,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
140,ComplaintIntent,shop xử lý kiểu gì thế,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,ComplaintIntent,complaint,local_nlu,aftercare_handoff,,,280.96,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
141,ComplaintIntent,tôi không hài lòng,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,ComplaintIntent,complaint,local_nlu,aftercare_handoff,,,206.54,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
142,GreetingIntent,hi,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,GreetingIntent,greeting,local_nlu,aftercare_handoff,,,1032.26,"Xin chào! Mình là Medusan, trợ lý ảo của shop. Mình có thể giúp gì cho bạn hôm nay? (Bạn có thể gõ /h để gặp nhân viên, hoặc /b để gọi lại bot)",
143,GreetingIntent,alo shop,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,GreetingIntent,greeting,local_nlu,aftercare_handoff,,,333.17,"Chào bạn, mình là Medusan. Mình có thể hỗ trợ bạn tìm điện thoại hoặc kiểm tra đơn hàng ạ? (Bạn có thể gõ /h để gặp nhân viên, hoặc /b để gọi lại bot)",
144,GreetingIntent,chào shop nha,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,GreetingIntent,greeting,local_nlu,aftercare_handoff,,,311.84,"Hi bạn, mình là trợ lý Medusan. Mình có thể hỗ trợ bạn tra giá, kiểm tra tồn kho hoặc trạng thái đơn hàng nhé! (Bạn có thể gõ /h để gặp nhân viên, hoặc /b để gọi lại bot)",
145,GreetingIntent,xin chào bạn,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,GreetingIntent,greeting,local_nlu,aftercare_handoff,,,204.56,"Hi bạn, mình là trợ lý Medusan. Mình có thể hỗ trợ bạn tra giá, kiểm tra tồn kho hoặc trạng thái đơn hàng nhé! (Bạn có thể gõ /h để gặp nhân viên, hoặc /b để gọi lại bot)",
146,GreetingIntent,hello shop,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,GreetingIntent,greeting,local_nlu,aftercare_handoff,,,493.31,"Chào bạn, mình là Medusan. Mình có thể hỗ trợ bạn tìm điện thoại hoặc kiểm tra đơn hàng ạ? (Bạn có thể gõ /h để gặp nhân viên, hoặc /b để gọi lại bot)",
147,StoreInfoIntent,cửa hàng ở đâu,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,StoreInfoIntent,store_info,local_nlu,store_info,,,603.77,"Thông tin cửa hàng: - Website: https://store.itup.id.vn - Hỗ trợ online: 8:00-22:00 hằng ngày. - Bạn có thể đặt hàng trực tiếp trên website hoặc nhắn /h để gặp nhân viên. - Với yêu cầu cần xác minh tài khoản, shop sẽ cần bạn đăng nhập trước",
148,StoreInfoIntent,có chi nhánh nào không,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,StoreInfoIntent,store_info,local_nlu,store_info,,,239.63,"Thông tin cửa hàng: - Website: https://store.itup.id.vn - Hỗ trợ online: 8:00-22:00 hằng ngày. - Bạn có thể đặt hàng trực tiếp trên website hoặc nhắn /h để gặp nhân viên. - Với yêu cầu cần xác minh tài khoản, shop sẽ cần bạn đăng nhập trước",
149,StoreInfoIntent,mấy giờ mở cửa,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,StoreInfoIntent,store_info,local_nlu,store_info,,,447.49,"Thông tin cửa hàng: - Website: https://store.itup.id.vn - Hỗ trợ online: 8:00-22:00 hằng ngày. - Bạn có thể đặt hàng trực tiếp trên website hoặc nhắn /h để gặp nhân viên. - Với yêu cầu cần xác minh tài khoản, shop sẽ cần bạn đăng nhập trước",
150,StoreInfoIntent,địa chỉ shop là gì,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,StoreInfoIntent,store_info,local_nlu,store_info,,,550.58,"Thông tin cửa hàng: - Website: https://store.itup.id.vn - Hỗ trợ online: 8:00-22:00 hằng ngày. - Bạn có thể đặt hàng trực tiếp trên website hoặc nhắn /h để gặp nhân viên. - Với yêu cầu cần xác minh tài khoản, shop sẽ cần bạn đăng nhập trước",
151,StoreInfoIntent,cuối tuần có mở không,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,StoreInfoIntent,store_info,local_nlu,store_info,,,431.76,"Thông tin cửa hàng: - Website: https://store.itup.id.vn - Hỗ trợ online: 8:00-22:00 hằng ngày. - Bạn có thể đặt hàng trực tiếp trên website hoặc nhắn /h để gặp nhân viên. - Với yêu cầu cần xác minh tài khoản, shop sẽ cần bạn đăng nhập trước",
152,HumanHandoffIntent,cho gặp nhân viên,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,HumanHandoffIntent,human_handover,local_nlu,human_handover,,,675.03,Mình sẽ chuyển bạn sang nhân viên hỗ trợ. Bạn có thể để lại số điện thoại hoặc email để shop liên hệ lại nhé.,
153,HumanHandoffIntent,chuyển mình sang tư vấn viên,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,HumanHandoffIntent,human_handover,local_nlu,human_handover,,,260.41,Mình sẽ chuyển bạn sang nhân viên hỗ trợ. Bạn có thể để lại số điện thoại hoặc email để shop liên hệ lại nhé.,
154,HumanHandoffIntent,nói chuyện với người thật,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,HumanHandoffIntent,human_handover,local_nlu,human_handover,,,577.49,Mình sẽ chuyển bạn sang nhân viên hỗ trợ. Bạn có thể để lại số điện thoại hoặc email để shop liên hệ lại nhé.,
155,HumanHandoffIntent,cần hỗ trợ trực tiếp,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,HumanHandoffIntent,human_handover,local_nlu,human_handover,,,286.79,Mình sẽ chuyển bạn sang nhân viên hỗ trợ. Bạn có thể để lại số điện thoại hoặc email để shop liên hệ lại nhé.,
156,HumanHandoffIntent,gặp CSKH,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,HumanHandoffIntent,human_handover,local_nlu,human_handover,,,831.97,Mình sẽ chuyển bạn sang nhân viên hỗ trợ. Bạn có thể để lại số điện thoại hoặc email để shop liên hệ lại nhé.,
157,FallbackIntent,kể chuyện ma đi,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,FallbackIntent,fallback,local_nlu,fallback,,,207.72,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
158,FallbackIntent,thời tiết hôm nay thế nào,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,FallbackIntent,fallback,local_nlu,fallback,,,252.07,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
159,FallbackIntent,ai là tổng thống mỹ,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,FallbackIntent,fallback,local_nlu,fallback,,,1165.91,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
160,FallbackIntent,hướng dẫn nấu bún bò,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,FallbackIntent,fallback,local_nlu,fallback,,,279.01,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
161,FallbackIntent,viết code python cho tôi,conv_lex_smoke_20260614T015449Z,guest_lex_smoke_20260614T015449Z,True,FallbackIntent,fallback,local_nlu,fallback,,,231.7,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
