case_id,type,turn_1_expected,turn_1,turn_2_expected,turn_2,turn_3_expected,turn_3,turn_4_expected,turn_4
1058,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,đơn này bao nhiêu tiền
1059,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,kiểm tra đơn này
1060,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,shipper tới chưa
1061,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1062,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1063,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1064,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderCancelIntent,hủy đơn này
1065,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderModifyIntent,sửa đơn này
1066,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1067,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ComplaintIntent,khiếu nại đơn này
1068,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1069,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1070,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1071,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,xem chi tiết đơn này
1072,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,đơn này đang ở đâu
1073,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,đơn này giao tới đâu
1074,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderCancelIntent,hủy đơn này
1075,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderModifyIntent,sửa đơn này
1076,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,RefundStatusIntent,hoàn tiền đơn này
1077,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,ComplaintIntent,khiếu nại đơn này
1078,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,đơn này bao nhiêu tiền
1079,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,kiểm tra đơn này
1080,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,shipper tới chưa
1081,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderDetailIntent,xem chi tiết đơn này
1082,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderStatusIntent,đơn này đang ở đâu
1083,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,đơn này giao tới đâu
1084,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderCancelIntent,hủy đơn này
1085,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderModifyIntent,sửa đơn này
1086,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,RefundStatusIntent,hoàn tiền đơn này
1087,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,ComplaintIntent,khiếu nại đơn này
1088,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderDetailIntent,đơn này bao nhiêu tiền
1089,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,OrderStatusIntent,kiểm tra đơn này
1090,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,shipper tới chưa
1091,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,xem chi tiết đơn này
1092,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,đơn này đang ở đâu
1093,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,đơn này giao tới đâu
1094,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderCancelIntent,hủy đơn này
1095,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderModifyIntent,sửa đơn này
1096,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,RefundStatusIntent,hoàn tiền đơn này
1097,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,ComplaintIntent,khiếu nại đơn này
1098,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,đơn này bao nhiêu tiền
1099,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,kiểm tra đơn này
1100,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,xem chi tiết đơn này,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,shipper tới chưa
1101,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1102,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1103,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1104,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderCancelIntent,hủy đơn này
1105,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderModifyIntent,sửa đơn này
1106,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1107,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,ComplaintIntent,khiếu nại đơn này
1108,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1109,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1110,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1111,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderDetailIntent,xem chi tiết đơn này
1112,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderStatusIntent,đơn này đang ở đâu
1113,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ShippingTrackingIntent,đơn này giao tới đâu
1114,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderCancelIntent,hủy đơn này
1115,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderModifyIntent,sửa đơn này
1116,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,RefundStatusIntent,hoàn tiền đơn này
1117,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ComplaintIntent,khiếu nại đơn này
1118,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderDetailIntent,đơn này bao nhiêu tiền
1119,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderStatusIntent,kiểm tra đơn này
1120,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ShippingTrackingIntent,shipper tới chưa
1121,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderDetailIntent,xem chi tiết đơn này
1122,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderStatusIntent,đơn này đang ở đâu
1123,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ShippingTrackingIntent,đơn này giao tới đâu
1124,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderCancelIntent,hủy đơn này
1125,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderModifyIntent,sửa đơn này
1126,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,RefundStatusIntent,hoàn tiền đơn này
1127,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ComplaintIntent,khiếu nại đơn này
1128,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderDetailIntent,đơn này bao nhiêu tiền
1129,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderStatusIntent,kiểm tra đơn này
1130,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ShippingTrackingIntent,shipper tới chưa
1131,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderDetailIntent,xem chi tiết đơn này
1132,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderStatusIntent,đơn này đang ở đâu
1133,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ShippingTrackingIntent,đơn này giao tới đâu
1134,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderCancelIntent,hủy đơn này
1135,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderModifyIntent,sửa đơn này
1136,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,RefundStatusIntent,hoàn tiền đơn này
1137,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ComplaintIntent,khiếu nại đơn này
1138,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderDetailIntent,đơn này bao nhiêu tiền
1139,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderStatusIntent,kiểm tra đơn này
1140,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ShippingTrackingIntent,shipper tới chưa
1141,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderDetailIntent,xem chi tiết đơn này
1142,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderStatusIntent,đơn này đang ở đâu
1143,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,ShippingTrackingIntent,đơn này giao tới đâu
1144,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderCancelIntent,hủy đơn này
1145,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderModifyIntent,sửa đơn này
1146,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,RefundStatusIntent,hoàn tiền đơn này
1147,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,ComplaintIntent,khiếu nại đơn này
1148,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderDetailIntent,đơn này bao nhiêu tiền
1149,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,OrderStatusIntent,kiểm tra đơn này
1150,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,GreetingIntent,xin chào shop,ShippingTrackingIntent,shipper tới chưa
1151,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,xem chi tiết đơn này
1152,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,đơn này đang ở đâu
1153,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,đơn này giao tới đâu
1154,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderCancelIntent,hủy đơn này
1155,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderModifyIntent,sửa đơn này
1156,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,RefundStatusIntent,hoàn tiền đơn này
1157,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,ComplaintIntent,khiếu nại đơn này
1158,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,đơn này bao nhiêu tiền
1159,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,kiểm tra đơn này
1160,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,shipper tới chưa
1161,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1162,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1163,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1164,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderCancelIntent,hủy đơn này
1165,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderModifyIntent,sửa đơn này
1166,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1167,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,ComplaintIntent,khiếu nại đơn này
1168,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1169,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1170,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1171,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,xem chi tiết đơn này
1172,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,đơn này đang ở đâu
1173,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,đơn này giao tới đâu
1174,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderCancelIntent,hủy đơn này
1175,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderModifyIntent,sửa đơn này
1176,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,RefundStatusIntent,hoàn tiền đơn này
1177,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,ComplaintIntent,khiếu nại đơn này
1178,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,đơn này bao nhiêu tiền
1179,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,kiểm tra đơn này
1180,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,shipper tới chưa
1181,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderDetailIntent,xem chi tiết đơn này
1182,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderStatusIntent,đơn này đang ở đâu
1183,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,đơn này giao tới đâu
1184,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderCancelIntent,hủy đơn này
1185,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderModifyIntent,sửa đơn này
1186,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,RefundStatusIntent,hoàn tiền đơn này
1187,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,ComplaintIntent,khiếu nại đơn này
1188,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderDetailIntent,đơn này bao nhiêu tiền
1189,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,OrderStatusIntent,kiểm tra đơn này
1190,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,shipper tới chưa
1191,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,xem chi tiết đơn này
1192,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,đơn này đang ở đâu
1193,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,đơn này giao tới đâu
1194,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderCancelIntent,hủy đơn này
1195,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderModifyIntent,sửa đơn này
1196,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,RefundStatusIntent,hoàn tiền đơn này
1197,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ComplaintIntent,khiếu nại đơn này
1198,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,đơn này bao nhiêu tiền
1199,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,kiểm tra đơn này
1200,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,đơn này đang ở đâu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,shipper tới chưa
1201,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1202,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1203,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1204,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderCancelIntent,hủy đơn này
1205,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderModifyIntent,sửa đơn này
1206,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1207,order_context,order_history,xem lịch sử đơn hàng,ShippingTrackingIntent,đơn này giao tới đâu,ProductPriceIntent,iPhone 16 giá bao nhiêu,ComplaintIntent,khiếu nại đơn này
